Configuration,Total_Area,Read_L,Write_L,Read_BW,Write_BW,RDE,WDE,Leakage_Power
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/SRAM/1024KB/1024KB.out,604022.472um^2,17.682ns,17.682ns,2.920GB/s,925.971MB/s,153.008pJ,6.477pJ,79.710uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/SRAM/2048KB/2048KB.out,1.205mm^2,19.203ns,19.203ns,1.783GB/s,852.597MB/s,294.203pJ,7.640pJ,158.792uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/SRAM/4096KB/4096KB.out,2.397mm^2,63.767ns,63.767ns,1.101GB/s,253.371MB/s,588.001pJ,12.745pJ,315.525uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/RRAM/16KB/16KB.out,8543.669um^2,1.915ns,20.430ns,9.666GB/s,788.535MB/s,25.507pJ,83.556pJ,19.587uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/RRAM/32KB/32KB.out,9202.993um^2,1.984ns,20.553ns,8.840GB/s,783.807MB/s,26.351pJ,86.246pJ,19.718uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/RRAM/64KB/64KB.out,10623.110um^2,2.159ns,20.751ns,7.585GB/s,778.049MB/s,28.077pJ,91.739pJ,19.980uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/RRAM/128KB/128KB.out,13368.391um^2,2.441ns,21.052ns,5.847GB/s,766.916MB/s,31.466pJ,102.664pJ,20.499uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/RRAM/256KB/256KB.out,18679.196um^2,3.013ns,21.688ns,4.002GB/s,744.872MB/s,37.885pJ,123.680pJ,21.538uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/RRAM/512KB/512KB.out,29594.314um^2,3.097ns,21.719ns,3.984GB/s,744.879MB/s,59.803pJ,144.301pJ,24.208uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/RRAM/1024KB/1024KB.out,59188.627um^2,3.099ns,21.720ns,3.984GB/s,744.879MB/s,60.872pJ,145.370pJ,48.417uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/RRAM/2048KB/2048KB.out,102792.155um^2,3.407ns,21.855ns,3.948GB/s,744.882MB/s,105.772pJ,187.673pJ,61.128uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/RRAM/4096KB/4096KB.out,205584.309um^2,3.412ns,21.858ns,3.948GB/s,744.882MB/s,107.694pJ,189.596pJ,122.255uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/PCRAM/16KB/16KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/PCRAM/32KB/32KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/PCRAM/64KB/64KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/PCRAM/128KB/128KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/PCRAM/256KB/256KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/PCRAM/512KB/512KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/PCRAM/1024KB/1024KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/PCRAM/2048KB/2048KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/Area/PCRAM/4096KB/4096KB.out,,,,,,,,
